Date,MSFT,AMZN,JNJ,JPM,XOM,BAC,WMT,WFC,V,PG,BUD,T,CVX,UNH,PFE,RHHBY,CHL,HD,TSM,VZ,ORCL,C,NVDA,NVS,AAPL,INTC,NFLX,SONC,MO,GOOGL
1/20/10,-0.016398869,-0.014340584,-0.003060595,0.002772553,-0.017900981,0.010416622,-0.003146231,-0.016266167,-0.004894507,-0.01354447,-0.024935623,-0.014122352,-0.019201959,-0.016510455,-0.002999609,-0.011074149,-0.028520289,-0.007617452,-0.014598603,-0.0166508,-0.010659169,-0.022598763,-0.004015984,-0.00316585,-0.015392107,0.00142512,0.000781211,0.002232392,-0.002453093,-0.012269846
1/21/10,-0.018960375,0.006678359,-0.018111854,-0.065898536,-0.019550112,-0.061855673,-0.017452612,0.00647013,-0.033973822,-0.010090866,-0.028211856,-0.006194324,-0.024440143,-0.041967837,-0.035105198,0.000447828,-0.024668985,-0.006280876,-0.019444483,-0.002604985,-0.009177972,-0.054913249,-0.017857085,-0.000934024,-0.017286312,-0.011385365,-0.00097582,-0.024499075,-0.021643125,0.004427904
1/22/10,-0.034988364,-0.040988808,-0.012036856,-0.034040368,-0.0089952,-0.036845723,0.000377815,-0.026428506,-0.020367158,0.007854272,0.003759405,-0.010907898,-0.021642298,0.001812728,-0.014553065,-0.013879563,-0.020275735,-0.026685125,-0.047214211,-0.009467951,-0.027386245,-0.006116033,-0.034604157,0.001682794,-0.049598777,-0.044625693,-0.0058605,-0.010273879,-0.009049782,-0.056554239
1/25/10,0.012430961,-0.009223437,0.000316515,0.001276758,-0.003782303,0.005369183,-0.001133443,0.014673779,-0.008461434,0.005305938,0.006033944,0.007483427,-0.000535782,-0.004825219,-0.005802031,-0.011350763,0.021335477,-0.003607599,0.00594634,0.011206106,-0.00496914,-0.006154285,0.017010724,-0.002053339,0.026902829,0.020592631,-0.034584457,-0.012687339,0.010147006,-0.018199666
1/26/10,0.006139165,-0.006898803,-0.006801681,-0.019637984,0.001062865,-0.01401824,0.01380468,-0.024222453,-0.010727477,0.000989748,-0.004963806,-0.00977311,-0.005365819,-0.016969803,-0.003713635,0.008266513,-0.002715578,0.003982834,-0.014778374,-0.016623119,-0.006241958,-0.024767361,-0.03166078,0.017022191,0.014132915,-0.015747784,0.016690435,-0.00467291,0.002511385,0.004481485
1/27/10,0.005763036,0.027368571,0.010351906,0.023153006,-0.0057645,0.028435603,-0.003916949,0.044830849,0.034010897,0.001977058,0.03367284,0.011448382,-0.006068877,0.024661221,0.011714621,-0.002505041,-0.003560963,0.003966945,-0.001000021,-0.009943364,-0.000837569,0.01587296,0.027143904,0.003310496,0.009420257,0.011999443,0.020420381,-0.002347679,0.001503148,-0.000589933
1/28/10,-0.017189618,0.026720969,0.005674701,0.00381394,-0.008849398,0.011849916,-0.014793838,0.008865121,-0.015016055,0.014307012,-0.013271622,-0.003121704,-0.006241605,0.005715928,-0.019473638,-0.01712347,-0.006306627,-0.017960018,0.006006134,-0.018078497,-0.016345549,0.012499937,-0.033633609,-0.008982438,-0.04132192,-0.015809705,0.236806022,-0.008235319,0.001000365,-0.014406922
1/29/10,-0.033607529,-0.004919424,-0.014733705,-0.013678167,-0.008159018,-0.012361676,0.01558627,-0.000702623,-0.007501668,-0.002107904,0.014672968,-0.007048138,-0.015291769,-0.012862813,0.001610694,-0.025551665,-0.006769519,0.024505727,0.010945237,0.003068641,-0.01746894,0.024691203,-0.043505283,-0.009804035,-0.036278684,-0.026104885,-0.012531599,0,-0.00749612,-0.008141679
2/1/10,0.008161745,-0.052148958,0.003659056,0.017719929,0.027161332,0.015810295,0.000935979,0.017586667,0.019870929,0.007149038,0.017272708,0.000788348,0.020243524,0.003939312,0.00696646,0.014541291,0.031309618,0.013567044,-0.007873917,0.006457778,0.006938486,0.00602421,0.076673221,0.009901105,0.013901984,0.010824921,-0.019598424,0.013048934,0.00100699,0.005811954
2/2/10,0.001760082,-0.006309413,0.014265382,0.023214616,0.011785963,0.011673025,0.000186965,-0.004838958,0.0041836,0.014679598,0.007304854,0.012214507,0.011823971,0.027769358,0.023949269,0.010103282,0.016729071,0.022543075,-0.011904746,0.004052667,0.023255628,0.020958272,0.010259355,0.012208647,0.005802706,0.015298374,0.013435916,-0.007026035,0.002514867,-0.003564508
2/3/10,0.005973323,0.008296605,-0.0056257,-0.006411593,-0.005376407,-0.004487243,0.0145822,-0.020876977,-0.005832674,-0.003974614,-0.000587964,-0.00428184,-0.016655518,-0.021439033,-0.023085419,-0.010234899,-0.006500513,-0.019290492,0.010040102,-0.018162981,-0.000420759,-0.011730022,0.008363164,0.001461999,0.017206018,-0.003670275,0.001616847,-0.012971482,-0.007526287,0.018263308
2/4/10,-0.027593406,-0.026532293,-0.015558851,-0.048151203,-0.02822826,-0.050225297,-0.023954314,-0.03837945,-0.005627194,-0.0199521,-0.060796229,-0.021501267,-0.025133123,-0.02581025,-0.03168602,-0.036897813,-0.039664476,-0.018966954,-0.037773356,-0.01918454,-0.026947292,-0.05638025,-0.058056739,-0.012591273,-0.036038298,-0.033536718,-0.025988701,-0.025089677,-0.018199836,-0.025960621
2/5/10,0.006465663,0.012506443,0,-0.001303725,0.001236247,0.016949235,0.0090617,0.013303894,-0.005900443,-0.001628785,-0.030486552,0.008390057,-0.002661921,0.002464496,-0.003882881,-0.032454719,0.008728907,0.001790016,-0.012396678,0.003841844,0.019039131,0.012578853,0.020125528,-0.012936761,0.017755545,0.023659125,0.008286311,0.003676481,-0.002060083,0.008561471
2/8/10,-0.010706938,-0.004770398,-0.004310428,-0.015665741,-0.000466156,-0.034666659,-0.009728719,-0.036105161,0.005935465,-0.004730804,0.013138082,-0.010301316,-0.014751778,-0.003995106,-0.006681096,0.032282404,0.01224154,0.021801306,0.005230095,-0.012874355,-0.018258573,-0.021739126,-0.001849256,-0.006178471,-0.006855537,-0.006163016,0.000986259,0.002442142,-0.000515414,0.004103235
2/9/10,0.010462038,0.010271309,0.00625286,0.01830203,0.013208966,-0.000690447,0.006045581,0.01059376,0.002648364,0.012293076,0.031462494,0.011209456,0.016826229,0.01820437,0.002242011,0.013926054,0.02064222,0.009793642,-0.001040605,0.01339484,0.016868089,0.009523569,-0.008029734,0.009419816,0.01066319,0.015503733,0.020197011,0.010962139,0.004645535,0.005567303
2/10/10,-0.000714444,-0.005676506,-0.000477986,0.012503823,-0.005367799,0.01382139,-0.000187866,0.017596816,0.010511611,-0.001457201,-0.004534215,-0.00554263,-0.007852867,-0.008788101,-0.00782991,-0.010843319,-0.015321763,-0.00762073,0.010416607,0.004173893,-0.017013842,0.006289493,0.019302824,-0.006718898,-0.005453858,0.002035609,-0.010300918,0.003614468,-0.004110758,-0.003709664
2/11/10,0.004645104,0.023261716,0.002869475,0.003858979,0.006013502,-0.00272646,-0.003005179,-0.003679225,0.017933751,0.004702506,0.017184478,0.002786665,0.013851502,0.012534525,0.007327825,0.018270599,0.020331996,0.011867707,0.019587768,0.005888489,0.010385138,0.003124943,0.045815475,0.012025515,0.018194164,0.018791119,0.030411464,0.002400967,0.011868158,0.003648633
2/12/10,-0.006756972,-0.003580581,-0.003020367,-0.001793938,-0.006744161,-0.012303573,-0.003390937,-0.007385623,-0.004228084,-0.003227999,0.008345225,-0.004764047,-0.000563077,-0.028381633,-0.003917185,-0.00717728,-0.011996802,0.000344717,-0.018200451,-0.003788052,0.002569408,-0.00934592,0.01343447,-0.002785109,0.008607076,0.018444657,-0.002840988,0.002395216,0.001020139,-0.006114915
2/16/10,0.019784084,-0.017800476,0.014190355,0.028754595,0.022839789,0.049135019,0.012476237,0.018973137,0.012974753,0.017325071,0.013524232,0.009972118,0.027883554,-0.017091387,-0.004494255,0.010843397,0.008643773,0.015172545,0.020597485,0.008641485,0.017086662,0.040880528,0.018443878,0.010054123,0.015071435,0.0141947,0.026590805,0.008363226,0.0050941,0.01534372
2/17/10,0.00846559,-0.010380337,0.005816741,-0.000748967,-0.007845486,0.032981401,0.009335345,-0.00219051,0.006287728,0.000318385,0.012746523,0.003159578,-0.002055424,0.029086565,-0.002821785,0.005244473,0.00714133,0.019700988,0.011099999,-0.001370368,0.015539751,0.030211731,0.009620868,0.003317921,-0.004178999,-0.002895384,-0.005396346,0.013032955,0.002533831,-0.005708566
2/18/10,0.013291248,0.015217987,0.008596248,0.009241295,0.003041274,0.014048503,-0.010913862,0.000365985,0.006248384,0.00859191,0.006096291,-0.006299063,0.01070867,0.004300687,0.003395724,0.005454156,0.005875358,0.009327289,0.003991966,0.000343034,0.014061242,0.005864748,-0.065583053,0.006981472,0.001876125,0.008712459,0.024647358,-0.005847971,0.011122778,0.009308748
2/19/10,-0.006903801,-0.00474259,-0.003591476,-0.009403852,-0.001364592,0,0.000374186,0.001097235,-0.001724615,0.000946591,-0.016419114,-0.00554677,0.005840574,-0.02294262,0.014664539,0.001179095,-0.017321286,-0.004950626,-0.003976093,-0.004459702,-0.008156626,-0.002915461,-0.005398978,0.008210078,-0.006209022,-0.000959591,0.008320681,-0.011764614,0.007999607,-0.004528555
2/22/10,-0.001390255,0.004169546,-0.005014725,0.020484595,-0.007135287,0.020780917,0.006356265,0.023383272,0.001151951,-0.000472692,-0.013712155,-0.003187335,-0.014719926,0.035692061,-0.002223394,-0.005182625,0.006148929,0.005638452,-0.001996185,-0.00068941,0.020147869,0.011696005,0.001809689,-0.008867128,-0.006198263,0.002401251,-0.020705088,0.00357131,0.005456637,0.003772376
2/23/10,-0.013922685,-0.006524905,-0.002834988,-0.023745669,-0.007033663,-0.016656238,-0.003901287,-0.025705345,-0.009089993,-0.003311492,-0.011686649,-0.007593901,-0.012609723,-0.008162227,-0.015599209,-0.022022338,-0.008963318,0.014182117,-0.014999915,-0.008965429,-0.013300786,-0.031791822,-0.024082328,-0.006938031,-0.016764786,-0.022999239,-0.014095342,-0.003558601,-0.014800234,-0.014240963
2/24/10,0.01058958,0.021153216,0.002211218,0.02432324,0.009393421,0.024466675,0.005594972,0.013558202,-0.005689727,0.010757875,0.024872814,0.003222058,0.0041646,0.024687738,0.0079232,0.005569208,0.016443996,0.019837579,-0.00304575,0.007654847,0.011846364,0.029850551,0.020974871,0.009008988,0.018268653,0.015203117,0.005283559,-0.008333229,0.01452185,-0.00672804
